cluster_id	seq_id	is_rep	rep	source
0	PRED|XP_048585027.1	True	PRED|XP_048585027.1	PRED
0	PRED|XP_048585028.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_048585029.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_030844123.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_030840196.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_030852339.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_030852340.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_030852341.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_030852342.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_030852343.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_008192313.2	False	PRED|XP_048585027.1	PRED
0	PRED|XP_065941262.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_065941266.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_009050376.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_030855760.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_047276700.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_009053783.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_065929779.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_009056910.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_030850246.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_030855277.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_030850960.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_065941261.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_065941267.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_009049388.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_030855278.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_035826909.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_009060509.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_075926292.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_065930246.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_009063008.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_009051073.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_009060923.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_009047325.1	False	PRED|XP_048585027.1	PRED
0	PRED|XP_009066793.1	False	PRED|XP_048585027.1	PRED
1	PRED|XP_035825811.1	True	PRED|XP_035825811.1	PRED
1	PRED|XP_035825813.1	False	PRED|XP_035825811.1	PRED
1	PRED|XP_035825812.1	False	PRED|XP_035825811.1	PRED
2	PRED|NP_001260800.2	True	PRED|NP_001260800.2	PRED
2	PRED|NP_788284.3	False	PRED|NP_001260800.2	PRED
2	PRED|XP_040532587.1	False	PRED|NP_001260800.2	PRED
2	PRED|XP_040532588.1	False	PRED|NP_001260800.2	PRED
2	PRED|XP_040532589.1	False	PRED|NP_001260800.2	PRED
2	PRED|XP_040532590.1	False	PRED|NP_001260800.2	PRED
2	PRED|XP_040532591.1	False	PRED|NP_001260800.2	PRED
2	PRED|XP_040057485.1	False	PRED|NP_001260800.2	PRED
2	PRED|XP_040057486.1	False	PRED|NP_001260800.2	PRED
2	PRED|XP_040532592.1	False	PRED|NP_001260800.2	PRED
2	PRED|XP_040532593.1	False	PRED|NP_001260800.2	PRED
2	PRED|XP_040532594.1	False	PRED|NP_001260800.2	PRED
2	PRED|XP_040532595.1	False	PRED|NP_001260800.2	PRED
2	PRED|XP_040532596.1	False	PRED|NP_001260800.2	PRED
2	PRED|XP_040057487.1	False	PRED|NP_001260800.2	PRED
2	PRED|XP_040057488.1	False	PRED|NP_001260800.2	PRED
3	PRED|XP_073801013.1	True	PRED|XP_073801013.1	PRED
4	PRED|XP_048583507.1	True	PRED|XP_048583507.1	PRED
4	PRED|XP_048583508.1	False	PRED|XP_048583507.1	PRED
4	PRED|XP_048583509.1	False	PRED|XP_048583507.1	PRED
5	PRED|XP_001009081.2	True	PRED|XP_001009081.2	PRED
6	PRED|XP_030853316.1	True	PRED|XP_030853316.1	PRED
6	PRED|XP_031746768.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_031746769.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_031746770.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_030831017.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_030831023.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_030831029.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_030831034.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_030831041.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_030831048.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_030831054.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_030831064.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_030831072.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_030831078.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_030831079.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_030831086.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_030847993.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_030847994.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_030847995.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_030847996.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_030847997.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_030847998.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_030847999.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_030848000.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_030848001.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_048584888.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_065928207.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_065928208.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_048584889.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_065928599.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_030829028.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_065927441.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_065941288.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_014341752.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_030851603.1	False	PRED|XP_030853316.1	PRED
6	PRED|XP_009050338.1	False	PRED|XP_030853316.1	PRED
7	PRED|XP_065927116.1	True	PRED|XP_065927116.1	PRED
8	DATABASE|Training_Seq2729	True	DATABASE|Training_Seq2729	DATABASE
8	DATABASE|AP02446	False	DATABASE|Training_Seq2729	DATABASE
9	PRED|NP_001368944.1	True	PRED|NP_001368944.1	PRED
9	PRED|XP_024548658.1	False	PRED|NP_001368944.1	PRED
9	PRED|XP_024548660.1	False	PRED|NP_001368944.1	PRED
9	PRED|XP_024548659.1	False	PRED|NP_001368944.1	PRED
10	DATABASE|Training_Seq601	True	DATABASE|Training_Seq601	DATABASE
10	DATABASE|Training_Seq600	False	DATABASE|Training_Seq601	DATABASE
10	PRED|NP_004360.2	False	DATABASE|Training_Seq601	PRED
10	DATABASE|Training_Seq700	False	DATABASE|Training_Seq601	DATABASE
10	DATABASE|Training_Seq678	False	DATABASE|Training_Seq601	DATABASE
10	DATABASE|Training_Seq640	False	DATABASE|Training_Seq601	DATABASE
10	PRED|XP_075929657.1	False	DATABASE|Training_Seq601	PRED
10	PRED|XP_009065539.1	False	DATABASE|Training_Seq601	PRED
10	PRED|XP_009052985.1	False	DATABASE|Training_Seq601	PRED
10	PRED|XP_009059103.1	False	DATABASE|Training_Seq601	PRED
10	DATABASE|CAMPSQ12267_SFV33	False	DATABASE|Training_Seq601	DATABASE
10	DATABASE|CAMPSQ12268_DVN32	False	DATABASE|Training_Seq601	DATABASE
10	DATABASE|CAMPSQ12263_GVR28	False	DATABASE|Training_Seq601	DATABASE
10	DATABASE|CAMPSQ12264_FYL25	False	DATABASE|Training_Seq601	DATABASE
10	DATABASE|CAMPSQ12265_FFL25	False	DATABASE|Training_Seq601	DATABASE
11	PRED|XP_032220046.2	True	PRED|XP_032220046.2	PRED
11	PRED|XP_009056948.1	False	PRED|XP_032220046.2	PRED
11	PRED|NP_001355663.1	False	PRED|XP_032220046.2	PRED
11	PRED|XP_009054100.1	False	PRED|XP_032220046.2	PRED
11	PRED|XP_009056643.1	False	PRED|XP_032220046.2	PRED
11	PRED|XP_009051366.1	False	PRED|XP_032220046.2	PRED
12	PRED|XP_040551000.1	True	PRED|XP_040551000.1	PRED
13	PRED|XP_009054809.1	True	PRED|XP_009054809.1	PRED
13	PRED|XP_040023890.1	False	PRED|XP_009054809.1	PRED
13	PRED|XP_003969883.1	False	PRED|XP_009054809.1	PRED
13	PRED|XP_011608305.1	False	PRED|XP_009054809.1	PRED
13	PRED|XP_009858101.2	False	PRED|XP_009054809.1	PRED
13	PRED|XP_073786177.1	False	PRED|XP_009054809.1	PRED
13	PRED|XP_032803807.2	False	PRED|XP_009054809.1	PRED
13	PRED|XP_002931771.2	False	PRED|XP_009054809.1	PRED
13	PRED|XP_003250904.3	False	PRED|XP_009054809.1	PRED
13	PRED|XP_026299688.1	False	PRED|XP_009054809.1	PRED
13	PRED|NP_032019.2	False	PRED|XP_009054809.1	PRED
13	PRED|XP_006498810.1	False	PRED|XP_009054809.1	PRED
13	PRED|XP_005998364.1	False	PRED|XP_009054809.1	PRED
13	PRED|XP_005998365.1	False	PRED|XP_009054809.1	PRED
13	PRED|XP_005998366.1	False	PRED|XP_009054809.1	PRED
13	PRED|NP_114013.2	False	PRED|XP_009054809.1	PRED
13	PRED|XP_006234997.1	False	PRED|XP_009054809.1	PRED
13	PRED|XP_008760425.1	False	PRED|XP_009054809.1	PRED
13	PRED|NP_000129.3	False	PRED|XP_009054809.1	PRED
13	PRED|NP_001393645.1	False	PRED|XP_009054809.1	PRED
13	PRED|XP_040535869.1	False	PRED|XP_009054809.1	PRED
13	PRED|XP_046444478.1	False	PRED|XP_009054809.1	PRED
13	PRED|XP_002936615.3	False	PRED|XP_009054809.1	PRED
13	PRED|XP_030833101.1	False	PRED|XP_009054809.1	PRED
13	PRED|XP_030833289.1	False	PRED|XP_009054809.1	PRED
13	PRED|XP_030833102.1	False	PRED|XP_009054809.1	PRED
13	PRED|XP_030833290.1	False	PRED|XP_009054809.1	PRED
13	PRED|XP_030833291.1	False	PRED|XP_009054809.1	PRED
13	PRED|XP_030833103.1	False	PRED|XP_009054809.1	PRED
13	PRED|XP_030833292.1	False	PRED|XP_009054809.1	PRED
13	PRED|XP_036014173.1	False	PRED|XP_009054809.1	PRED
13	PRED|XP_030844971.1	False	PRED|XP_009054809.1	PRED
13	PRED|NP_001393646.1	False	PRED|XP_009054809.1	PRED
14	PRED|XP_011418158.3	True	PRED|XP_011418158.3	PRED
15	PRED|XP_001683321.1	True	PRED|XP_001683321.1	PRED
15	PRED|XP_009063451.1	False	PRED|XP_001683321.1	PRED
15	PRED|XP_009063544.1	False	PRED|XP_001683321.1	PRED
15	PRED|XP_009062960.1	False	PRED|XP_001683321.1	PRED
15	PRED|XP_009058348.1	False	PRED|XP_001683321.1	PRED
15	PRED|XP_009052583.1	False	PRED|XP_001683321.1	PRED
16	PRED|XP_052823756.1	True	PRED|XP_052823756.1	PRED
16	PRED|XP_052823757.1	False	PRED|XP_052823756.1	PRED
17	PRED|XP_026693636.1	True	PRED|XP_026693636.1	PRED
18	PRED|XP_029691021.1	True	PRED|XP_029691021.1	PRED
19	PRED|XP_037869556.1	True	PRED|XP_037869556.1	PRED
20	PRED|XP_035826565.1	True	PRED|XP_035826565.1	PRED
21	PRED|XP_061518958.1	True	PRED|XP_061518958.1	PRED
21	PRED|XP_061518964.1	False	PRED|XP_061518958.1	PRED
21	PRED|XP_061518968.1	False	PRED|XP_061518958.1	PRED
21	PRED|XP_061518973.1	False	PRED|XP_061518958.1	PRED
21	PRED|XP_040051284.1	False	PRED|XP_061518958.1	PRED
21	PRED|XP_040051285.1	False	PRED|XP_061518958.1	PRED
21	PRED|XP_040041217.1	False	PRED|XP_061518958.1	PRED
21	PRED|XP_005168706.2	False	PRED|XP_061518958.1	PRED
21	PRED|XP_073807185.1	False	PRED|XP_061518958.1	PRED
21	PRED|XP_073807186.1	False	PRED|XP_061518958.1	PRED
21	PRED|NP_571377.2	False	PRED|XP_061518958.1	PRED
21	PRED|XP_011450291.3	False	PRED|XP_061518958.1	PRED
21	PRED|XP_030855069.1	False	PRED|XP_061518958.1	PRED
21	PRED|XP_040041218.1	False	PRED|XP_061518958.1	PRED
21	PRED|XP_030853020.1	False	PRED|XP_061518958.1	PRED
21	PRED|XP_047276562.1	False	PRED|XP_061518958.1	PRED
21	PRED|NP_001350936.1	False	PRED|XP_061518958.1	PRED
21	PRED|XP_012946608.1	False	PRED|XP_061518958.1	PRED
21	PRED|XP_009052274.1	False	PRED|XP_061518958.1	PRED
22	PRED|XP_065934944.1	True	PRED|XP_065934944.1	PRED
22	PRED|XP_065934945.1	False	PRED|XP_065934944.1	PRED
22	PRED|XP_065934946.1	False	PRED|XP_065934944.1	PRED
22	PRED|XP_065927590.1	False	PRED|XP_065934944.1	PRED
22	PRED|XP_011416600.3	False	PRED|XP_065934944.1	PRED
22	PRED|XP_001633917.3	False	PRED|XP_065934944.1	PRED
22	PRED|XP_032239033.2	False	PRED|XP_065934944.1	PRED
22	PRED|XP_009055608.1	False	PRED|XP_065934944.1	PRED
22	PRED|XP_009059894.1	False	PRED|XP_065934944.1	PRED
23	PRED|XP_032233413.2	True	PRED|XP_032233413.2	PRED
23	PRED|XP_032233414.2	False	PRED|XP_032233413.2	PRED
23	PRED|XP_032233415.2	False	PRED|XP_032233413.2	PRED
23	PRED|XP_032239632.2	False	PRED|XP_032233413.2	PRED
23	PRED|XP_048583423.1	False	PRED|XP_032233413.2	PRED
23	PRED|XP_048583424.1	False	PRED|XP_032233413.2	PRED
23	PRED|XP_048588685.1	False	PRED|XP_032233413.2	PRED
24	PRED|XP_032824793.2	True	PRED|XP_032824793.2	PRED
25	DATABASE|Training_Seq572	True	DATABASE|Training_Seq572	DATABASE
26	PRED|XP_075915381.1	True	PRED|XP_075915381.1	PRED
27	DATABASE|Training_Seq3304	True	DATABASE|Training_Seq3304	DATABASE
28	PRED|XP_073776756.1	True	PRED|XP_073776756.1	PRED
28	PRED|XP_068069103.2	False	PRED|XP_073776756.1	PRED
28	PRED|XP_026690712.1	False	PRED|XP_073776756.1	PRED
28	PRED|XP_052824433.1	False	PRED|XP_073776756.1	PRED
28	PRED|XP_048580551.1	False	PRED|XP_073776756.1	PRED
28	PRED|XP_048580552.1	False	PRED|XP_073776756.1	PRED
28	PRED|XP_065940365.1	False	PRED|XP_073776756.1	PRED
28	PRED|XP_065940359.1	False	PRED|XP_073776756.1	PRED
29	PRED|XP_030855072.1	True	PRED|XP_030855072.1	PRED
29	PRED|XP_030855647.1	False	PRED|XP_030855072.1	PRED
29	PRED|XP_030855057.1	False	PRED|XP_030855072.1	PRED
29	PRED|XP_030855071.1	False	PRED|XP_030855072.1	PRED
29	PRED|XP_030845321.1	False	PRED|XP_030855072.1	PRED
29	PRED|XP_030855059.1	False	PRED|XP_030855072.1	PRED
29	PRED|XP_030854203.1	False	PRED|XP_030855072.1	PRED
29	PRED|XP_030855196.1	False	PRED|XP_030855072.1	PRED
30	PRED|XP_065926864.1	True	PRED|XP_065926864.1	PRED
31	PRED|XP_011677589.2	True	PRED|XP_011677589.2	PRED
31	PRED|XP_048584890.1	False	PRED|XP_011677589.2	PRED
31	PRED|XP_075924765.1	False	PRED|XP_011677589.2	PRED
31	PRED|XP_795578.4	False	PRED|XP_011677589.2	PRED
31	PRED|XP_030853648.1	False	PRED|XP_011677589.2	PRED
31	PRED|XP_012938540.1	False	PRED|XP_011677589.2	PRED
31	PRED|XP_009059757.1	False	PRED|XP_011677589.2	PRED
32	PRED|XP_073781001.1	True	PRED|XP_073781001.1	PRED
33	PRED|XP_048581062.1	True	PRED|XP_048581062.1	PRED
33	PRED|XP_048581063.1	False	PRED|XP_048581062.1	PRED
33	PRED|XP_048581064.1	False	PRED|XP_048581062.1	PRED
33	PRED|XP_048581065.1	False	PRED|XP_048581062.1	PRED
33	PRED|XP_048581066.1	False	PRED|XP_048581062.1	PRED
33	PRED|XP_048581067.1	False	PRED|XP_048581062.1	PRED
33	PRED|XP_048581068.1	False	PRED|XP_048581062.1	PRED
33	PRED|XP_048580956.1	False	PRED|XP_048581062.1	PRED
33	PRED|XP_048580957.1	False	PRED|XP_048581062.1	PRED
33	PRED|XP_048580958.1	False	PRED|XP_048581062.1	PRED
33	PRED|XP_048580959.1	False	PRED|XP_048581062.1	PRED
33	PRED|XP_048580960.1	False	PRED|XP_048581062.1	PRED
34	DATABASE|Training_Seq2825	True	DATABASE|Training_Seq2825	DATABASE
34	PRED|NP_001014364.1	False	DATABASE|Training_Seq2825	PRED
34	DATABASE|AP02602	False	DATABASE|Training_Seq2825	DATABASE
35	DATABASE|Training_Seq1206	True	DATABASE|Training_Seq1206	DATABASE
36	DATABASE|Training_Seq1254	True	DATABASE|Training_Seq1254	DATABASE
37	PRED|XP_009049293.1	True	PRED|XP_009049293.1	PRED
38	DATABASE|sp|O64046|TMP_BPSPB_Probable_tape_measure_protein_OS=Bacillus_phage_SPbeta_OX=2932878_GN=yomI_PE=3_SV=1	True	DATABASE|sp|O64046|TMP_BPSPB_Probable_tape_measure_protein_OS=Bacillus_phage_SPbeta_OX=2932878_GN=yomI_PE=3_SV=1	DATABASE
39	PRED|XP_030828886.1	True	PRED|XP_030828886.1	PRED
39	PRED|XP_030828889.1	False	PRED|XP_030828886.1	PRED
39	PRED|XP_030828887.1	False	PRED|XP_030828886.1	PRED
39	PRED|XP_030828888.1	False	PRED|XP_030828886.1	PRED
39	PRED|XP_042187867.1	False	PRED|XP_030828886.1	PRED
39	PRED|XP_042187868.1	False	PRED|XP_030828886.1	PRED
39	PRED|XP_040031813.1	False	PRED|XP_030828886.1	PRED
39	PRED|XP_040031814.1	False	PRED|XP_030828886.1	PRED
39	PRED|XP_009046106.1	False	PRED|XP_030828886.1	PRED
39	PRED|NP_492981.2	False	PRED|XP_030828886.1	PRED
40	DATABASE|sp|Q8SCY1|EXLYS_BPDPK_Peptidoglycan_hydrolase_gp181_OS=Pseudomonas_phage_phiKZ_OX=2905945_PE=1_SV=1	True	DATABASE|sp|Q8SCY1|EXLYS_BPDPK_Peptidoglycan_hydrolase_gp181_OS=Pseudomonas_phage_phiKZ_OX=2905945_PE=1_SV=1	DATABASE
40	DATABASE|sp|Q8SD18|ENLYS_BPDPK_Endolysin_gp144_OS=Pseudomonas_phage_phiKZ_OX=2905945_GN=PHIKZ144_PE=1_SV=1	False	DATABASE|sp|Q8SCY1|EXLYS_BPDPK_Peptidoglycan_hydrolase_gp181_OS=Pseudomonas_phage_phiKZ_OX=2905945_PE=1_SV=1	DATABASE
41	PRED|XP_065930552.1	True	PRED|XP_065930552.1	PRED
