ID	Length	Charge	Aromaticity	InstabilityIndex	IsoelectricPoint	Hydrophobicity	Group	PC1	PC2
AP00001	33	2.762538994114929	0.030303030303030304	7.272727272727273	9.701025199890136	0.196969696969697	Database Mature AMPs	-0.4867016954459512	-1.361254212364038
AP00002	34	3.756085610393297	0.17647058823529413	84.15588235294116	10.446795463562012	-0.9117647058823528	Database Mature AMPs	1.0642401977296383	0.039216271566162336
AP00003	54	2.9415759961607204	0.1111111111111111	57.07407407407407	8.490824699401855	-0.6129629629629628	Database Mature AMPs	0.14526695755893346	0.32978332806918453
AP00004	49	1.9462527002910859	0.12244897959183673	16.722448979591835	8.21019382476807	-0.8489795918367349	Database Mature AMPs	-0.36064627781689196	-0.29316287583485395
AP00005	34	-0.17497097996015487	0.08823529411764706	13.861764705882353	6.731464576721191	0.22058823529411764	Database Mature AMPs	-1.6619769161312983	-0.5352786107116756
AP00006	18	2.8462468017448854	0.05555555555555555	53.16111111111112	11.711342811584473	-1.4055555555555557	Database Mature AMPs	1.5314005075327943	-0.5669779338938142
AP00007	18	2.8462468017448854	0.05555555555555555	53.16111111111112	11.711342811584473	-1.4444444444444444	Database Mature AMPs	1.556327900286861	-0.5494833842385913
AP00008	12	3.7402596343912786	0.0	2.091666666666667	11.526383018493654	1.0333333333333332	Database Mature AMPs	-0.4715544249050578	-2.5398829126133413
AP00009	43	8.759012614090294	0.16279069767441862	132.07930232558138	11.999967765808105	-0.7232558139534885	Database Mature AMPs	2.420660182289332	0.4555956482932247
AP00010	60	16.759931615889286	0.05	80.59666666666664	11.999967765808105	-1.285	Database Mature AMPs	3.213889334620753	0.020494027762739085
AP00011	37	1.7658042984765623	0.05405405405405405	19.251351351351357	10.667341804504396	0.01891891891891886	Database Mature AMPs	-0.08940151868285884	-1.2720165638566974
AP00012	13	-0.23796516489564423	0.07692307692307693	20.47692307692308	6.069006156921386	0.8000000000000002	Database Mature AMPs	-2.1973574021999065	-0.7723043417447913
AP00013	13	-0.23796516489564423	0.15384615384615385	20.47692307692308	6.069006156921386	0.6692307692307693	Database Mature AMPs	-2.28123400541423	-0.8703700631258722
AP00014	16	0.7592243731311454	0.0625	-13.650000000000002	8.59094409942627	1.2374999999999998	Database Mature AMPs	-2.005192852682118	-2.177183752507827
AP00015	16	0.7592243731311454	0.0625	-5.9375	8.59094409942627	1.2375	Database Mature AMPs	-1.9194882591851452	-2.036824071362644
AP00016	16	0.7592243731311454	0.0625	-5.9375	8.59094409942627	1.28125	Database Mature AMPs	-1.9475315760334706	-2.05650543972477
AP00017	16	0.7592243731311454	0.0625	-5.9375	8.59094409942627	1.24375	Database Mature AMPs	-1.9234944473063347	-2.0396356954143764
AP00018	16	0.7592243731311454	0.125	-5.9375	8.59094409942627	1.1749999999999998	Database Mature AMPs	-2.0156813161451077	-2.136183838346898
AP00019	16	0.7592243731311454	0.0625	11.78125	8.59094409942627	1.3	Database Mature AMPs	-1.7626518238946736	-1.7424770249702461
AP00020	17	0.8463985613857326	0.05882352941176471	30.835294117647056	8.598357963562016	0.9352941176470587	Database Mature AMPs	-1.2961405146780607	-1.2146504386476333
AP00021	17	0.8463985613857326	0.05882352941176471	42.16470588235294	8.598357963562016	0.9117647058823528	Database Mature AMPs	-1.155161133123014	-0.9978816925669977
AP00022	17	0.8463985613857326	0.05882352941176471	37.17058823529412	8.598357963562016	1.052941176470588	Database Mature AMPs	-1.3011506209873085	-1.152279196396429
AP00023	97	2.818621929838349	0.09278350515463918	16.77731958762886	8.584626197814941	-0.5690721649484536	Database Mature AMPs	-0.13808093164557278	0.181996069189286
AP00024	12	0.021624178953063455	0.0	-16.758333333333333	7.022423362731933	-0.6250000000000001	Database Mature AMPs	-1.2370035319640835	-0.911094470349186
AP00025	13	0.10879836720765035	0.0	-22.676923076923075	7.097735023498536	-0.823076923076923	Database Mature AMPs	-1.143357530322959	-0.9371867301125457
AP00026	25	7.737252631494275	0.16	77.92400000000002	11.840344047546388	-0.576	Database Mature AMPs	1.5375495694724663	-0.769532659789534
AP00028	21	-1.2793805862658933	0.19047619047619047	33.81904761904762	4.0500284194946286	1.1571428571428573	Database Mature AMPs	-3.1707422024316094	-0.2795337913902182
